date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:37:49	137335/137335	---M-Z	200	added ('OK')	text/html	etag:%2221877-60293793-9d06beb821c3211b;gz%22	http://demo.foxthemes.net/socialitev2.0/feed.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/feed.html	(from )
22:37:50	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/robots.txt		(from )
22:37:50	769/769	---M--	200	added ('OK')	image/png	etag:%22301-60154c50-edf169351bc4390b;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/favicon.png	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/favicon.png	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/assets/scss/icons.css	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/scss/icons.css	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:52	300348/300348	---M-Z	200	added ('OK')	text/css	etag:%224953c-602938e8-7d8712c8b97b8ba0;gz%22	http://demo.foxthemes.net/socialitev2.0/assets/css/style.css	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/css/style.css	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:53	91677/91677	---M-Z	200	added ('OK')	text/css	etag:%221661d-60130a2b-d9547b69a70a1798;gz%22	http://demo.foxthemes.net/socialitev2.0/assets/css/icons.css	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/css/icons.css	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/homepage.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/homepage.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:55	3673/3673	---M--	200	added ('OK')	image/png	etag:%22e59-60154c50-c5702eacb10d883;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/logo.png	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/logo.png	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:55	2754/2754	---M--	200	added ('OK')	image/png	etag:%22ac2-60154c51-8102577676769fbf;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/logo-mobile.png	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/logo-mobile.png	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:37:56	11835/11835	---M--	200	added ('OK')	image/jpeg	etag:%222e3b-60144620-4da5cf8116c89881;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-4.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-4.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:00	15687/15687	---M--	200	added ('OK')	image/jpeg	etag:%223d47-60130a2e-cd216bc78ab2f49f;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/group/group-4.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/group/group-4.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:01	13428/13428	---M--	200	added ('OK')	image/jpeg	etag:%223474-60130a2f-f85a5106a74dcc72;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/product/2.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/product/2.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:02	27180/27180	---M--	200	added ('OK')	image/jpeg	etag:%226a2c-60130a2e-6f0ef2deb317381e;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/group/group-5.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/group/group-5.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:03	14307/14307	---M--	200	added ('OK')	image/jpeg	etag:%2237e3-60130a2f-5d2b4307d235e501;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/product/15.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/product/15.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:04	25170/25170	---M--	200	added ('OK')	image/jpeg	etag:%226252-60130a2f-6635d5f123b9c8c3;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/product/13.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/product/13.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:05	16477/16477	---M--	200	added ('OK')	image/jpeg	etag:%22405d-60130a2f-412e2e62a537d0b1;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/product/14.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/product/14.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:06	5221/5221	---M--	200	added ('OK')	image/jpeg	etag:%221465-60144620-852edd6591bcada6;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-2.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-2.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:06	17806/17806	---M--	200	added ('OK')	image/jpeg	etag:%22458e-60130a2f-40a9ab6a2eea3a61;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/product/9.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/product/9.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:09	12285/12285	---M--	200	added ('OK')	image/jpeg	etag:%222ffd-60144620-c06bf9aca0a850b6;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-3.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-3.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:10	15878/15878	---M--	200	added ('OK')	image/jpeg	etag:%223e06-60144621-9957ec836908a893;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-7.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-7.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:11	46518/46518	---M--	200	added ('OK')	image/jpeg	etag:%22b5b6-6014461f-2bf0ce3c398396d6;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-1.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-1.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:11	14178/14178	---M--	200	added ('OK')	image/jpeg	etag:%223762-60144621-f90c6e20d2c0f576;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-6.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-6.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/page-setting.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/page-setting.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:11	10416/10416	---M--	200	added ('OK')	image/jpeg	etag:%2228b0-60144621-f8c066066bca7f6b;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-5.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-5.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:13	154520/154520	---M--	200	added ('OK')	image/jpeg	etag:%2225b98-60130a2e-e21c8a08ac73d30f;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/group/group-2.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/group/group-2.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/group-feed.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/group-feed.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/assets/images/logo-icon.png	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/logo-icon.png	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:13	72303/72303	---M-Z	200	added ('OK')	text/html	etag:%2211a6f-60293785-951ccf7a5efd21ba;gz%22	http://demo.foxthemes.net/socialitev2.0/pages.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/pages.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:13	81872/81872	---M-Z	200	added ('OK')	text/html	etag:%2213fd0-6029378e-d934f11049361d2d;gz%22	http://demo.foxthemes.net/socialitev2.0/videos.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/videos.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:14	100288/100288	---M-Z	200	added ('OK')	text/html	etag:%22187c0-60293782-84e01666055191f2;gz%22	http://demo.foxthemes.net/socialitev2.0/groups.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/groups.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:14	88190/88190	---M-Z	200	added ('OK')	text/html	etag:%221587e-60293792-1daca7ea6a27d236;gz%22	http://demo.foxthemes.net/socialitev2.0/courses.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/courses.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:15	66310/66310	---M-Z	200	added ('OK')	text/html	etag:%2210306-60293784-347fa19e3e49e6d6;gz%22	http://demo.foxthemes.net/socialitev2.0/jobs.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/jobs.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:15	72126/72126	---M-Z	200	added ('OK')	text/html	etag:%22119be-60293790-d7e5c453b9636d24;gz%22	http://demo.foxthemes.net/socialitev2.0/blogs.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/blogs.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:15	87740/87740	---M-Z	200	added ('OK')	text/html	etag:%22156bc-60293786-7de7eb85962abae9;gz%22	http://demo.foxthemes.net/socialitev2.0/products.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/products.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:16	100877/100877	---M-Z	200	added ('OK')	text/html	etag:%2218a0d-60293792-431851705ea5600d;gz%22	http://demo.foxthemes.net/socialitev2.0/events.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/events.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:16	72938/72938	---M-Z	200	added ('OK')	text/html	etag:%2211cea-6029378f-26fef21c5c80ec07;gz%22	http://demo.foxthemes.net/socialitev2.0/albums.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/albums.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:16	72765/72765	---M-Z	200	added ('OK')	text/html	etag:%2211c3d-60293781-947e0918ec3c3c85;gz%22	http://demo.foxthemes.net/socialitev2.0/games.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/games.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:17	75932/75932	---M-Z	200	added ('OK')	text/html	etag:%221289c-60293794-4c6e87076fe9c2f;gz%22	http://demo.foxthemes.net/socialitev2.0/forums.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/forums.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/dashboard-manage-jobs.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/dashboard-manage-jobs.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/dashboard-manage-candidates.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/dashboard-manage-candidates.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.0/dashboard-post-a-job.html	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/dashboard-post-a-job.html	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:29	76655/76655	---M--	200	added ('OK')	image/jpeg	etag:%2212b6f-60144623-b77598e2ba9d6f91;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-lg-1.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-lg-1.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:29	63667/63667	---M--	200	added ('OK')	image/jpeg	etag:%22f8b3-60144625-76401b44de55478a;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-lg-3.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-lg-3.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:31	1921/1921	---M--	200	added ('OK')	image/png	etag:%22781-60130a2e-db0114695275cd8b;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/icons/gift-icon.png	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/icons/gift-icon.png	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:35	116401/116401	---M--	200	added ('OK')	image/jpeg	etag:%221c6b1-60144626-9c7991a5d0e99883;;;%22	http://demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-lg-4.jpg	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/images/avatars/avatar-lg-4.jpg	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:38	86927/86927	---M-Z	200	added ('OK')	application/x-javascript	etag:%221538f-60130a2f-908942812a571c40;gz%22	http://demo.foxthemes.net/socialitev2.0/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/js/jquery-3.3.1.min.js	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
22:38:41	340837/340837	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253365-60130a2f-ccb00a7510b5788b;gz%22	http://demo.foxthemes.net/socialitev2.0/assets/js/uikit.js	C:/My%20Web%20Sites/projet/demo.foxthemes.net/socialitev2.0/assets/js/uikit.js	(from http://demo.foxthemes.net/socialitev2.0/feed.html)
